SERVICE REQUEST TYPE,SERVICE REQUEST NUMBER,DATE SERVICE REQUEST WAS RECEIVED,LOCATION OF BUILDING ON THE LOT (IF GARAGE CHANGE TYPE CODE TO BGD).,IS THE BUILDING DANGEROUS OR HAZARDOUS?,IS BUILDING OPEN OR BOARDED?,IF THE BUILDING IS OPEN WHERE IS THE ENTRY POINT?,IS THE BUILDING CURRENTLY VACANT OR OCCUPIED?,IS THE BUILDING VACANT DUE TO FIRE?,ANY PEOPLE USING PROPERTY? (HOMELESS or CHILDEN or GANGS),ADDRESS STREET NUMBER,ADDRESS STREET DIRECTION,ADDRESS STREET NAME,ADDRESS STREET SUFFIX,ZIP CODE,X COORDINATE,Y COORDINATE,Ward,Police District,Community Area,LATITUDE,LONGITUDE,Location
Vacant/Abandoned Building,14-01537504,09/12/2014,Front,,Open,ALL ENTRIES,Vacant,false,true,8801,S,MUSKEGON,AVE,60617,1196538.16428851,1847162.16020254,10,4,46,41.73548773431589,-87.55554005149908,"(41.73548773431589, -87.55554005149908)"
Vacant/Abandoned Building,14-01536945,09/12/2014,Front,,Open,FRONT,Vacant,false,true,7842,S,KINGSTON,AVE,60649,1194549.95023308,1853461.90989488,7,4,43,41.75282384118535,-87.56261722997073,"(41.75282384118535, -87.56261722997073)"
Vacant/Abandoned Building,14-01541071,09/12/2014,Front,,Open,"FRONT AND REAR DOORS, WINDOWS",Vacant,false,false,8611,S,INDIANA,AVE,60619,1179096.21698967,1847945.87227204,6,6,44,41.7380531176291,-87.61941602520155,"(41.7380531176291, -87.61941602520155)"
Vacant/Abandoned Building,14-01541262,09/12/2014,Front,,Open,,Vacant,false,false,2730,N,NARRAGANSETT,AVE,60639,1133278.98547134,1917457.13988869,36,25,19,41.92972370558539,-87.78565829740316,"(41.92972370558539, -87.78565829740316)"
Vacant/Abandoned Building,14-01539001,09/12/2014,Front,,Open,,Vacant,false,false,6808,S,ABERDEEN,ST,60621,1170156.49706724,1859661.81486982,17,7,68,41.77040204244972,-87.65182888953257,"(41.77040204244972, -87.65182888953257)"
Vacant/Abandoned Building,14-01536879,09/12/2014,Rear,,Open,,Vacant,false,true,2424,W,48TH,ST,60632,1161017.2410734,1872787.42997241,12,9,58,41.80661432628744,-87.68496703340155,"(41.80661432628744, -87.68496703340155)"
Vacant/Abandoned Building,14-01539081,09/12/2014,Front,,Open,NOT SECURE AT ALL,Vacant,false,true,8147,S,SAGINAW,AVE,60617,1195255.96700447,1851460.85597827,7,4,46,41.747315409330724,-87.56009591745541,"(41.747315409330724, -87.56009591745541)"
Vacant/Abandoned Building,14-01537090,09/12/2014,Front,,Open,FRONT,Vacant,false,true,600,E,42ND,ST,60653,1180946.88726901,1877284.68401267,4,2,38,41.81851932960817,-87.61173369274441,"(41.81851932960817, -87.61173369274441)"
Vacant/Abandoned Building,14-01541993,09/12/2014,Front,,Open,FRONT AND REAR DOORS ARE OPEN AND PEOPLE GOING INSIDE,Vacant,false,true,7835,S,OGLESBY,AVE,60649,1193225.69879068,1853473.90598795,7,4,43,41.75288920960449,-87.56746959189277,"(41.75288920960449, -87.56746959189277)"
Vacant/Abandoned Building,14-01541251,09/12/2014,Front,,Open,,Vacant,false,false,3541,W,83RD,PL,60652,1154237.95950092,1848989.39388784,18,8,70,41.741446499855336,-87.71046354241115,"(41.741446499855336, -87.71046354241115)"
Vacant/Abandoned Building,14-01537729,09/12/2014,Front,,Boarded,,Vacant,false,false,6757,S,ADA,ST,60636,1168491.97693252,1859951.29211643,17,7,67,41.771232436250365,-87.65792201926149,"(41.771232436250365, -87.65792201926149)"
Vacant/Abandoned Building,14-01540410,09/12/2014,Front,,Open,,Vacant,false,true,7412,S,EMERALD,AVE,60621,1172583.15399782,1855741.55080371,17,7,68,41.75959125216505,-87.64304908054694,"(41.75959125216505, -87.64304908054694)"
Vacant/Abandoned Building,14-01540417,09/12/2014,Front,,Open,,Vacant,false,true,7414,S,EMERALD,AVE,60621,1172583.45399782,1855731.15080371,17,7,68,41.759562706669165,-87.6430482869057,"(41.759562706669165, -87.6430482869057)"
Vacant/Abandoned Building,14-01537246,09/12/2014,Front,,Open,,Vacant,false,true,9513,S,OGLESBY,AVE,60617,1193753.46987706,1842376.14323253,7,4,51,41.722423071246055,-87.56589821195737,"(41.722423071246055, -87.56589821195737)"
Vacant/Abandoned Building,14-01540493,09/12/2014,Front,,Open,REAR,Vacant,false,false,2112,W,GARFIELD,BLVD,60609,1163209.90989449,1868165.95439675,16,9,61,41.79388675305724,-87.67705444125373,"(41.79388675305724, -87.67705444125373)"
Vacant/Abandoned Building,14-01540397,09/12/2014,Front,,Open,FRONT-SIDE AND REAR,Vacant,false,true,7432,S,EMERALD,AVE,60621,1172585.95399782,1855637.65080371,17,7,68,41.75930607601625,-87.64304187420888,"(41.75930607601625, -87.64304187420888)"
Vacant/Abandoned Building,14-01539648,09/12/2014,Front,,Boarded,FRONT,Vacant,false,true,11312,S,WENTWORTH,AVE,60628,1176959.22929974,1829877.1252828,34,5,49,41.68851837761821,-87.6277878337548,"(41.68851837761821, -87.6277878337548)"
Vacant/Abandoned Building,14-01536866,09/12/2014,,,,,,,,11611,S,MICHIGAN,AVE,60628,1178928.30620396,1827597.73110415,9,5,53,41.68221890447665,-87.62064823206171,"(41.68221890447665, -87.62064823206171)"
Vacant/Abandoned Building,14-01537375,09/12/2014,,,,,,,,11943,S,EMERALD,AVE,60628,1173492.56602617,1825665.43991178,34,5,53,41.67703805557455,-87.6406030278587,"(41.67703805557455, -87.6406030278587)"
Vacant/Abandoned Building,14-01534504,09/11/2014,Front,,Open,BACK DOOR HAS BEEN KICKED OPEN,Vacant,true,false,2022,W,68TH,PL,60636,1164060.36597242,1859230.59990573,17,7,67,41.76934911137907,-87.67418702688971,"(41.76934911137907, -87.67418702688971)"
Vacant/Abandoned Building,14-01528426,09/11/2014,Front,,Open,,Vacant,false,false,6518,S,SANGAMON,ST,60621,1171096.28859239,1861609.81852288,17,7,68,41.77572711294998,-87.6483271212295,"(41.77572711294998, -87.6483271212295)"
Vacant/Abandoned Building,14-01532316,09/11/2014,Front,,Boarded,,Vacant,false,false,5536,S,WOLCOTT,AVE,60636,1164634.3800125,1867871.54801911,15,7,67,41.79304890578013,-87.67183928871353,"(41.79304890578013, -87.67183928871353)"
Vacant/Abandoned Building,14-01528923,09/11/2014,Front,,Open,,Vacant,false,false,6516,S,SANGAMON,ST,60621,1171095.98859239,1861623.11852288,17,7,68,41.77576361629449,-87.64832783263367,"(41.77576361629449, -87.64832783263367)"
Vacant/Abandoned Building,14-01533093,09/11/2014,Front,,Open,"FRONT, SIDE AND REAR",Vacant,false,true,1858,S,LAWNDALE,AVE,60623,1151993.92529321,1890688.44022249,24,10,29,41.85591906265637,-87.71759125077335,"(41.85591906265637, -87.71759125077335)"
Vacant/Abandoned Building,14-01528420,09/11/2014,Front,,Open,,Vacant,false,false,6405,S,SEELEY,AVE,60636,1163796.26097257,1862167.49600216,15,7,67,41.77741390244367,-87.67507271938484,"(41.77741390244367, -87.67507271938484)"
Vacant/Abandoned Building,14-01528006,09/11/2014,Front,,Open,,Vacant,false,false,3433,S,BELL,AVE,60608,1161916.17726805,1881874.77716945,11,9,59,41.83153241525264,-87.68141715042619,"(41.83153241525264, -87.68141715042619)"
Vacant/Abandoned Building,14-01528992,09/11/2014,Front,,Boarded,REAR DOOR,Vacant,false,true,5419,W,ADAMS,ST,60644,1140371.795782,1898803.19928315,29,15,25,41.87840783570244,-87.7600518634716,"(41.87840783570244, -87.7600518634716)"
Vacant/Abandoned Building,14-01534363,09/11/2014,Front,,Open,?,Vacant,false,false,1345,W,112TH,PL,60643,1169267.80090012,1830118.18010926,34,22,75,41.689349290409695,-87.65593875632223,"(41.689349290409695, -87.65593875632223)"
Vacant/Abandoned Building,14-01529685,09/11/2014,Front,,Open,IN THE REAR,Vacant,false,false,1814,S,DESPLAINES,ST,60616,1172355.27622155,1891396.67071348,25,12,31,41.857437508586386,-87.64283434706397,"(41.857437508586386, -87.64283434706397)"
Vacant/Abandoned Building,14-01533724,09/11/2014,Front,,Open,BUILDING ALL OPEN NO WINDOWS,Vacant,false,true,2150,W,NORTH,AVE,60647,1162087.33989378,1910631.14280177,32,14,24,41.91043895170118,-87.67998606160711,"(41.91043895170118, -87.67998606160711)"
Vacant/Abandoned Building,14-01534565,09/11/2014,Front,,Open,"REAR DOOR, SIDE WINDOWS BASEMENT,",Vacant,false,true,9813,S,AVENUE L,,60617,1201798.259799,1840644.73449175,10,4,52,41.71747137691091,-87.53649062190128,"(41.71747137691091, -87.53649062190128)"
Vacant/Abandoned Building,14-01531475,09/11/2014,Rear,,Boarded,,Vacant,false,true,8728,S,BALTIMORE,AVE,60617,1198408.2600666,1847693.53569962,10,4,46,41.73689928830644,-87.54867115731417,"(41.73689928830644, -87.54867115731417)"
Vacant/Abandoned Building,14-01533604,09/11/2014,Front,,Open,,Vacant,false,true,3446,N,NORDICA,AVE,60634,1128472.32503012,1922196.03018588,36,16,17,41.94281068799272,-87.80321413985568,"(41.94281068799272, -87.80321413985568)"
Vacant/Abandoned Building,14-01527832,09/11/2014,Front,,Open,FRONT DOOR,Vacant,false,true,6930,S,DR MARTIN LUTHER KING JR,DR,60637,1180115.17760927,1859155.33059068,6,3,69,41.76878985659103,-87.61534009932373,"(41.76878985659103, -87.61534009932373)"
Vacant/Abandoned Building,14-01528644,09/11/2014,,,,,,,,7710,S,AVALON,AVE,60619,1185883.74763026,1854128.02990215,8,4,45,41.7548603829751,-87.59435392639226,"(41.7548603829751, -87.59435392639226)"
Vacant/Abandoned Building,14-01531662,09/11/2014,Front,,Open,BACK DOOR,Vacant,false,true,7035,S,CALUMET,AVE,60637,1179699.10739159,1858320.52989429,6,3,69,41.76650859704207,-87.61689068299194,"(41.76650859704207, -87.61689068299194)"
Vacant/Abandoned Building,14-01533520,09/11/2014,,,,,,,,634,E,92ND,PL,60619,1182085.57058736,1843780.16658592,9,6,44,41.72655336399244,-87.60859237105603,"(41.72655336399244, -87.60859237105603)"
Vacant/Abandoned Building,14-01533813,09/11/2014,Front,,Open,ALL DOORS / WINDOWS OF HOME AND GARAGE,Vacant,false,true,4118,W,VAN BUREN,ST,60624,1149004.78642923,1897704.85112168,24,11,26,41.875231230595915,-87.72838148434056,"(41.875231230595915, -87.72838148434056)"
Vacant/Abandoned Building,14-01528281,09/11/2014,,,,,,,,10125,S,SANGAMON,ST,60643,1171768.51112804,1837684.73687507,34,22,73,41.71005876632076,-87.64656279506272,"(41.71005876632076, -87.64656279506272)"
Vacant/Abandoned Building,14-01534468,09/11/2014,Front,,Open,FRONT DOOR,Vacant,false,true,5606,S,WOLCOTT,AVE,60636,1164644.17751033,1867494.53899417,15,7,67,41.792014139188645,-87.67181399997624,"(41.792014139188645, -87.67181399997624)"
Vacant/Abandoned Building,14-01533447,09/11/2014,Front,,Open,FRONT,Vacant,false,false,2116,W,GARFIELD,BLVD,60609,1163181.00989449,1868165.35439675,16,9,61,41.79388571195177,-87.67716043295904,"(41.79388571195177, -87.67716043295904)"
Vacant/Abandoned Building,14-01528917,09/11/2014,Front,,Open,REAR AND BASEMENT,Vacant,false,true,12137,S,WALLACE,ST,60628,1174499.00721529,1824407.25672199,34,5,53,41.67356313512577,-87.63695638811217,"(41.67356313512577, -87.63695638811217)"
Vacant/Abandoned Building,14-01532454,09/11/2014,Front,,Open,,Vacant,false,false,5922,S,SANGAMON,ST,60621,1170988.19208595,1865559.88472378,16,7,68,41.78656891860016,-87.6486080835001,"(41.78656891860016, -87.6486080835001)"
Vacant/Abandoned Building,14-01525115,09/10/2014,Front,,Open,,Vacant,false,false,6733,S,MARSHFIELD,AVE,60636,1166497.79751037,1860058.39200743,15,7,67,41.771569074435185,-87.66522893559942,"(41.771569074435185, -87.66522893559942)"
Vacant/Abandoned Building,14-01524123,09/10/2014,Front,,Open,"FRONT & GARAGE.  STAIRS MISSING, FALLING GUTTERS, ANTENNA FALLING, GARAGE WALLS ARE NOT PLUMB.",Vacant,false,false,1063,W,VERNON PARK,PL,60607,1169423.70601094,1897053.30922503,25,12,28,41.873023963965444,-87.6534304107865,"(41.873023963965444, -87.6534304107865)"
Vacant/Abandoned Building,14-01523180,09/10/2014,Front,,Open,SIDE DOORS AND WINDOWS,Vacant,false,true,2309,W,GRAND,AVE,60612,1160881.5538794,1903427.05771835,26,12,24,41.89069548619195,-87.684615783528,"(41.89069548619195, -87.684615783528)"
Vacant/Abandoned Building,14-01523002,09/10/2014,Front,,Open,FRONT AND REAR,Vacant,false,false,535,N,CENTRAL,AVE,60644,1138940.61332289,1902992.00423149,37,15,25,41.889928568214934,-87.76520511250808,"(41.889928568214934, -87.76520511250808)"
Vacant/Abandoned Building,14-01523104,09/10/2014,Front,,Open,SIDE ENTRY DOORS AND WINDOWS..,Vacant,false,true,2307,W,GLENLAKE,AVE,60659,1159806.87223277,1940449.74009522,40,24,2,41.992310249262616,-87.68753821804985,"(41.992310249262616, -87.68753821804985)"
Vacant/Abandoned Building,14-01526436,09/10/2014,Front,,Open,SIDE WINDOW AND FRONT DOOR,Vacant,true,true,531,N,SPRINGFIELD,AVE,60624,1150294.53600197,1903263.87849295,27,11,23,41.890460764081375,-87.72350095980975,"(41.890460764081375, -87.72350095980975)"
Vacant/Abandoned Building,14-01525511,09/10/2014,Front,,Open,FRONT AND BACK,Vacant,true,false,8907,S,ESCANABA,AVE,60617,1196935.35750059,1846465.45687324,10,4,46,41.73356606441952,-87.55410803125204,"(41.73356606441952, -87.55410803125204)"
Vacant/Abandoned Building,14-01526407,09/10/2014,Front,,Open,FRONT AND BACK DOOR,Vacant,true,false,3314,W,61ST,PL,60629,1155353.77938082,1863652.81300267,15,8,66,41.78166300237572,-87.70598336883334,"(41.78166300237572, -87.70598336883334)"
Vacant/Abandoned Building,14-01523042,09/10/2014,Front,,Open,,Vacant,false,false,537,N,CENTRAL,AVE,60644,1138940.11332289,1903005.30423149,37,15,25,41.889965074174135,-87.76520662536328,"(41.889965074174135, -87.76520662536328)"
Vacant/Abandoned Building,14-01521912,09/10/2014,,,,,,,,741,E,88TH,PL,60619,1182722.08076693,1846459.67297618,6,6,44,41.73389151152049,-87.60617787252274,"(41.73389151152049, -87.60617787252274)"
Vacant/Abandoned Building,14-01526194,09/10/2014,Front,,Open,ALL OVER,Vacant,false,false,363,E,75TH,ST,60619,1179933.89181477,1855363.76262918,6,6,69,41.75838954230179,-87.6161204783079,"(41.75838954230179, -87.6161204783079)"
Vacant/Abandoned Building,14-01520528,09/10/2014,Front,,Open,FRONT,Vacant,true,true,629,N,LONG,AVE,60644,1140211.27878459,1903637.28646693,37,15,25,41.89167612104124,-87.76052277656765,"(41.89167612104124, -87.76052277656765)"
Vacant/Abandoned Building,14-01525762,09/10/2014,Front,,Open,,Vacant,false,true,626,N,LONG,AVE,60644,1140211.97878459,1903617.28646693,37,15,25,41.89162122576041,-87.76052069609821,"(41.89162122576041, -87.76052069609821)"
Vacant/Abandoned Building,14-01521958,09/10/2014,Front,,Open,REAR,Vacant,false,true,5061,W,MADISON,ST,60644,1142646.72008785,1899550.34589881,28,15,25,41.880416097144966,-87.7516801287558,"(41.880416097144966, -87.7516801287558)"
Vacant/Abandoned Building,14-01526353,09/10/2014,Front,,Open,ALL DOORS AND WINDOWS,Vacant,false,true,5747,S,DAMEN,AVE,60636,1164008.75431023,1866540.02610458,15,7,67,41.78940822839661,-87.6741708320794,"(41.78940822839661, -87.6741708320794)"
Vacant/Abandoned Building,14-01521256,09/10/2014,Front,,Open,REAR DOOR 1ST FLOOR,Vacant,false,true,7311,S,HERMITAGE,AVE,60636,1165947.29529138,1856213.28078545,17,7,67,41.76102928906588,-87.66735602932603,"(41.76102928906588, -87.66735602932603)"
Vacant/Abandoned Building,14-01519340,09/10/2014,Front,,Open,REAR DOOR,Vacant,false,false,9802,S,VAN VLISSINGEN,RD,60617,1191117.50738374,1840382.94992812,7,4,51,41.71701762268787,-87.57561748059673,"(41.71701762268787, -87.57561748059673)"
Vacant/Abandoned Building,14-01520481,09/10/2014,,,,,,,,6354,S,ST LAWRENCE,AVE,60637,1181327.01810134,1863007.85939701,20,3,42,41.77933372726218,-87.61077948705838,"(41.77933372726218, -87.61077948705838)"
Vacant/Abandoned Building,14-01521655,09/10/2014,Front,,Open,,Vacant,false,false,5951,S,SANGAMON,ST,60621,1170993.38928181,1865365.38770118,16,7,68,41.78603508293591,-87.64859470720586,"(41.78603508293591, -87.64859470720586)"
Vacant/Abandoned Building,14-01523125,09/10/2014,Front,,Open,SIDE DOORS AND WINDOWS..,Vacant,false,true,3309,W,GRAND,AVE,60651,1154142.00991731,1906534.09298786,27,11,23,41.89935864063324,-87.70928377560527,"(41.89935864063324, -87.70928377560527)"
Vacant/Abandoned Building,14-01521080,09/10/2014,,,,,,,,608,E,89TH,PL,60619,1181858.53938974,1845768.89942051,6,6,44,41.732015925078045,-87.60936272953656,"(41.732015925078045, -87.60936272953656)"
Vacant/Abandoned Building,14-01516120,09/09/2014,Front,,Boarded,,Vacant,false,false,3638,W,SHAKESPEARE,AVE,60647,1151787.00739155,1914045.69508329,26,25,22,41.92001785675063,-87.71773570281903,"(41.92001785675063, -87.71773570281903)"
Vacant/Abandoned Building,14-01509487,09/09/2014,Front,,Open,,Vacant,false,false,7140,W,GRAND,AVE,60707,1128266.79960524,1915228.09519961,36,25,18,41.92369330263349,-87.80412764491813,"(41.92369330263349, -87.80412764491813)"
Vacant/Abandoned Building,14-01515342,09/09/2014,Front,,Open,,Vacant,false,false,12600,S,UNION,AVE,60628,1173945.17669254,1821319.86131852,34,5,53,41.66510307722875,-87.63907449156085,"(41.66510307722875, -87.63907449156085)"
Vacant/Abandoned Building,14-01514742,09/09/2014,Rear,,Open,,Vacant,false,true,3556,W,OGDEN,SD,60623,1152928.16391763,1890235.07691369,24,10,29,41.85465654506413,-87.71417410832382,"(41.85465654506413, -87.71417410832382)"
Vacant/Abandoned Building,14-01510006,09/09/2014,Front,,Open,,Vacant,false,true,1308,S,CHRISTIANA,AVE,60623,1154240.32839293,1893754.4312929,24,10,29,41.86428798489776,-87.709263987567,"(41.86428798489776, -87.709263987567)"
Vacant/Abandoned Building,14-01510021,09/09/2014,Front,,Open,,Vacant,false,true,1512,S,LAWNDALE,AVE,60623,1151954.13621894,1892378.23039089,24,10,29,41.860556828467764,-87.71769282443951,"(41.860556828467764, -87.71769282443951)"
Vacant/Abandoned Building,14-01514440,09/09/2014,Front,,Open,,Vacant,false,false,10511,S,COTTAGE GROVE,AVE,60628,1182475.48260869,1835357.26091709,9,5,50,41.70343084739894,-87.60742422649948,"(41.70343084739894, -87.60742422649948)"
Vacant/Abandoned Building,14-01509991,09/09/2014,Front,,Open,,Vacant,false,true,1309,S,CHRISTIANA,AVE,60623,1154240.62839293,1893743.4312929,24,10,29,41.864257793700084,-87.70926317981043,"(41.864257793700084, -87.70926317981043)"
Vacant/Abandoned Building,14-01511970,09/09/2014,Front,,Open,,Vacant,false,false,5847,S,SHIELDS,AVE,60621,1174959.24987268,1866043.93203229,20,7,68,41.78780949084152,-87.63403374364043,"(41.78780949084152, -87.63403374364043)"
Vacant/Abandoned Building,14-01511981,09/09/2014,Front,,Open,,Vacant,false,false,7517,S,STEWART,AVE,60620,1174927.2441783,1855094.72616609,17,6,69,41.75776435107292,-87.63447732210824,"(41.75776435107292, -87.63447732210824)"
Vacant/Abandoned Building,14-01514535,09/09/2014,Front,,Open,,Vacant,false,false,3638,W,SHAKESPEARE,AVE,60647,1151787.00739155,1914045.69508329,26,25,22,41.92001785675063,-87.71773570281903,"(41.92001785675063, -87.71773570281903)"
Vacant/Abandoned Building,14-01510463,09/09/2014,Front,,Open,FRONT DOOR,Vacant,false,false,10537,S,CORLISS,AVE,60628,1183446.06458123,1835145.00011718,9,5,50,41.70282587144079,-87.60387677940676,"(41.70282587144079, -87.60387677940676)"
Vacant/Abandoned Building,14-01513185,09/09/2014,,,,,,,,10201,S,STATE,ST,60628,1178053.20329384,1837333.51858606,9,5,49,41.70895512120388,-87.62355792203995,"(41.70895512120388, -87.62355792203995)"
Vacant/Abandoned Building,14-01516585,09/09/2014,Front,,Open,"FRONT, AND REAR",Vacant,false,true,1653,S,MILLER,ST,60608,1169790.71009428,1892071.4251079,25,12,31,41.85934529939737,-87.65222809187078,"(41.85934529939737, -87.65222809187078)"
Vacant/Abandoned Building,14-01516740,09/09/2014,Rear,,Open,,Vacant,false,true,2818,N,SACRAMENTO,AVE,60618,1155891.89031536,1918584.76200685,35,14,21,41.932391557365655,-87.70253091290284,"(41.932391557365655, -87.70253091290284)"
Vacant/Abandoned Building,14-01516081,09/09/2014,Front,,Open,"ALLEY, GANGWAY",Vacant,false,true,4921,W,IOWA,ST,60651,1143385.23411602,1905528.91870827,37,15,25,41.896808243794986,-87.74881880733643,"(41.896808243794986, -87.74881880733643)"
Vacant/Abandoned Building,14-01511109,09/09/2014,Rear,,Open,,Vacant,false,false,3018,N,SPAULDING,AVE,60618,1153859.9987753,1919888.86098808,35,14,21,41.936010885637685,-87.70996305763619,"(41.936010885637685, -87.70996305763619)"
Vacant/Abandoned Building,14-01512365,09/09/2014,Front,,Open,,Vacant,false,true,855,N,LARAMIE,AVE,60651,1141534.43718284,1905201.94161327,37,15,25,41.89594537987018,-87.75562466120094,"(41.89594537987018, -87.75562466120094)"
Vacant/Abandoned Building,14-01512177,09/09/2014,Front,,Open,,Vacant,false,true,843,N,LARAMIE,AVE,60651,1141536.5480332,1905121.69659763,37,15,25,41.895725139035044,-87.75561889291875,"(41.895725139035044, -87.75561889291875)"
Vacant/Abandoned Building,14-01512644,09/09/2014,Front,,Open,,Vacant,false,false,1146,N,LAWLER,AVE,60651,1142487.41856746,1907162.1403223,37,15,25,41.90130672964529,-87.75207573874577,"(41.90130672964529, -87.75207573874577)"
Vacant/Abandoned Building,14-01511379,09/09/2014,Front,,Open,,Vacant,false,true,6117,S,LOOMIS,BLVD,60636,1168043.86588879,1864185.59759628,16,7,67,41.78286154510893,-87.65944300502377,"(41.78286154510893, -87.65944300502377)"
Vacant/Abandoned Building,14-01512500,09/09/2014,Rear,,Open,,Vacant,false,false,8323,S,COLFAX,AVE,60617,1194950.42483165,1850287.55820045,7,4,46,41.744103314816414,-87.5612540632546,"(41.744103314816414, -87.5612540632546)"
Vacant/Abandoned Building,14-01515223,09/09/2014,Garage,,Open,REAR,Vacant,false,true,2121,W,71ST,PL,60636,1163482.4299667,1857228.28997934,17,7,67,41.763866628361605,-87.67636154197716,"(41.763866628361605, -87.67636154197716)"
